"","time","well","row","col","value","condition"
"269","3.66666666666667","A5","A","5","631","B"
"270","3.66666666666667","A6","A","6","653","B"
"271","3.66666666666667","A7","A","7","516","C"
"272","3.66666666666667","A8","A","8","486","C"
"273","3.66666666666667","A9","A","9","496","C"
"274","3.66666666666667","A10","A","10","467","D"
"275","3.66666666666667","A11","A","11","442","D"
"276","3.66666666666667","A12","A","12","482","D"
"277","3.66666666666667","B1","B","1","1159","E"
"278","3.66666666666667","B2","B","2","1076","E"
"279","3.66666666666667","B3","B","3","1056","E"
"280","3.66666666666667","B4","B","4","869","F"
"281","3.66666666666667","B5","B","5","834","F"
"282","3.66666666666667","B6","B","6","878","F"
"283","3.66666666666667","B7","B","7","853","G"
"284","3.66666666666667","B8","B","8","823","G"
"285","3.66666666666667","B9","B","9","838","G"
"286","3.66666666666667","B10","B","10","770","H"
"287","3.66666666666667","B11","B","11","748","H"
"288","3.66666666666667","B12","B","12","864","H"
"289","4","A1","A","1","1314","A"
"290","4","A2","A","2","1222","A"
"291","4","A3","A","3","1260","A"
"292","4","A4","A","4","680","B"
"293","4","A5","A","5","667","B"
"294","4","A6","A","6","679","B"
"295","4","A7","A","7","542","C"
"296","4","A8","A","8","501","C"
"297","4","A9","A","9","516","C"
"298","4","A10","A","10","469","D"
"299","4","A11","A","11","451","D"
"300","4","A12","A","12","479","D"
"301","4","B1","B","1","1255","E"
"302","4","B2","B","2","1195","E"
"303","4","B3","B","3","1187","E"
"304","4","B4","B","4","945","F"
"305","4","B5","B","5","911","F"
"306","4","B6","B","6","963","F"
"307","4","B7","B","7","860","G"
"308","4","B8","B","8","863","G"
"309","4","B9","B","9","845","G"
"310","4","B10","B","10","794","H"
"311","4","B11","B","11","781","H"
"312","4","B12","B","12","883","H"
"313","4.33333333333333","A1","A","1","1485","A"
"314","4.33333333333333","A2","A","2","1336","A"
"315","4.33333333333333","A3","A","3","1402","A"
"316","4.33333333333333","A4","A","4","713","B"
"317","4.33333333333333","A5","A","5","705","B"
"318","4.33333333333333","A6","A","6","721","B"
"319","4.33333333333333","A7","A","7","555","C"
"320","4.33333333333333","A8","A","8","545","C"
"321","4.33333333333333","A9","A","9","522","C"
"322","4.33333333333333","A10","A","10","475","D"
"323","4.33333333333333","A11","A","11","456","D"
"324","4.33333333333333","A12","A","12","495","D"
